corner_num,start_idx,apex_idx,end_idx,corner_duration,entry_throttle,apex_throttle,min_throttle,exit_throttle,max_brake,brake_duration,apex_lateral_g,avg_steering_angle,throttle_application_point,vehicle_id,lap,lap_time,track,race
2,211,243,255,44,24.32,2.5500000000000003,2.5500000000000003,98.86,68.775,29,1.253,26.748888888888885,252,GR86-036-98,17,151.721,Road America,Race 2
3,456,484,487,31,30.4,2.51,2.51,99.58,101.585,30,0.6920000000000001,7.118750000000001,473,GR86-036-98,17,151.721,Road America,Race 2
4,488,512,546,58,71.55,2.46,2.46,85.09,52.31,15,1.219,54.138983050847465,488,GR86-036-98,17,151.721,Road America,Race 2
5,1021,1038,1041,20,31.22,2.52,2.52,80.46000000000001,117.93,20,0.188,5.757142857142857,1041,GR86-036-98,17,151.721,Road America,Race 2
6,1042,1043,1059,17,66.81,2.63,2.63,94.19,112.145,18,0.144,5.4,1042,GR86-036-98,17,151.721,Road America,Race 2
7,1060,1061,1070,10,65.95,1.72,1.72,97.65,100.64,11,0.116,8.845454545454546,1060,GR86-036-98,17,151.721,Road America,Race 2
8,1071,1097,1130,59,40.91,2.47,2.47,96.57,98.78,30,0.833,64.13666666666667,1083,GR86-036-98,17,151.721,Road America,Race 2
9,1280,1315,1348,68,75.22,2.47,2.47,80.04,63.74,38,0.907,29.07971014492754,1280,GR86-036-98,17,151.721,Road America,Race 2
10,1646,1660,1662,16,37.48,2.52,2.52,99.52,106.775,17,0.096,3.7529411764705882,1662,GR86-036-98,17,151.721,Road America,Race 2
11,1663,1670,1673,10,52.21,2.59,2.59,99.21,95.895,11,0.17,5.981818181818183,1663,GR86-036-98,17,151.721,Road America,Race 2
12,1674,1675,1761,87,59.48,1.85,1.85,80.06,94.52,29,0.191,52.58636363636364,1674,GR86-036-98,17,151.721,Road America,Race 2
13,1881,1924,2002,121,64.71000000000001,6.0200000000000005,6.0200000000000005,97.7,0.0,0,1.204,53.63688524590164,1881,GR86-036-98,17,151.721,Road America,Race 2
14,2209,2224,2245,36,56.57,18.15,18.15,90.32,0.0,0,1.376,38.13783783783784,2209,GR86-036-98,17,151.721,Road America,Race 2
15,2518,2585,2644,126,35.34,2.47,2.47,98.98,111.735,72,0.754,37.047244094488185,2537,GR86-036-98,17,151.721,Road America,Race 2
16,2941,2956,2998,57,36.61,2.61,2.61,89.77,106.18,38,0.626,35.30862068965517,2962,GR86-036-98,17,151.721,Road America,Race 2
17,3011,3014,3024,13,65.2,53.7,53.7,92.66,0.0,0,1.078,18.278571428571432,3011,GR86-036-98,17,151.721,Road America,Race 2
1,96,104,107,11,3.35,3.16,3.16,81.61,109.69,7,0.062,5.9750000000000005,107,GR86-004-78,9,149.245,COTA,Race 1
2,108,133,140,32,33.58,2.34,2.34,91.19,108.805,33,0.404,12.712121212121213,139,GR86-004-78,9,149.245,COTA,Race 1
3,141,160,175,34,21.02,2.4,2.4,95.22,52.435,15,1.206,82.35714285714285,174,GR86-004-78,9,149.245,COTA,Race 1
4,511,517,525,14,68.54,36.39,36.39,90.58,0.0,0,1.08,25.113333333333333,511,GR86-004-78,9,149.245,COTA,Race 1
5,527,542,570,43,64.95,2.33,2.33,82.97,44.16,22,0.626,34.98409090909092,527,GR86-004-78,9,149.245,COTA,Race 1
6,595,621,682,87,29.46,2.37,2.37,99.64,52.31,15,1.185,36.43863636363637,601,GR86-004-78,9,149.245,COTA,Race 1
7,752,789,803,51,49.04,4.2,4.2,99.54,0.0,0,0.317,54.63269230769231,802,GR86-004-78,9,149.245,COTA,Race 1
8,836,858,885,49,76.41,2.32,2.32,99.47,46.895,21,1.119,38.900000000000006,836,GR86-004-78,9,149.245,COTA,Race 1
9,1199,1255,1295,96,5.72,2.34,2.34,98.12,108.15,61,0.909,46.1979381443299,1209,GR86-004-78,9,149.245,COTA,Race 1
10,1797,1841,1899,102,39.35,2.32,2.32,82.44,88.92,83,0.131,31.71941747572815,1815,GR86-004-78,9,149.245,COTA,Race 1
11,2020,2031,2034,14,52.97,2.65,2.65,99.66,92.215,11,0.41,13.973333333333333,2020,GR86-004-78,9,149.245,COTA,Race 1
12,2036,2047,2110,74,10.35,2.36,2.36,88.8,82.205,19,1.04,72.33066666666666,2098,GR86-004-78,9,149.245,COTA,Race 1
13,2232,2265,2322,90,74.4,2.33,2.33,83.34,74.44,35,1.125,74.71868131868132,2232,GR86-004-78,9,149.245,COTA,Race 1
14,2687,2714,2735,48,8.21,2.32,2.32,82.61,64.61,26,1.031,38.244897959183675,2701,GR86-004-78,9,149.245,COTA,Race 1
15,2858,2894,2941,83,70.98,2.31,2.31,99.7,91.5,38,0.966,45.55119047619048,2858,GR86-004-78,9,149.245,COTA,Race 1
1,73,134,177,104,23.43,2.46,2.46,90.5,93.24,55,1.131,60.50190476190477,83,GR86-006-7,7,148.556,COTA,Race 1
2,497,519,541,44,50.24,2.45,2.45,99.54,34.625,18,1.723,32.19111111111111,497,GR86-006-7,7,148.556,COTA,Race 1
3,555,564,567,12,72.57000000000001,3.03,3.03,98.2,42.085,12,0.648,12.923076923076923,555,GR86-006-7,7,148.556,COTA,Race 1
4,569,587,626,57,8.44,2.44,2.44,86.71000000000001,31.3,12,1.126,31.02931034482759,621,GR86-006-7,7,148.556,COTA,Race 1
5,704,712,751,47,37.74,3.09,3.09,93.3,0.0,0,1.266,54.104166666666664,749,GR86-006-7,7,148.556,COTA,Race 1
6,811,825,841,30,16.78,2.52,2.52,81.3,23.56,3,1.31,37.37096774193548,839,GR86-006-7,7,148.556,COTA,Race 1
7,1144,1193,1237,93,40.94,2.46,2.46,96.8,103.815,51,0.934,53.65212765957447,1153,GR86-006-7,7,148.556,COTA,Race 1
8,1751,1774,1776,25,41.05,2.59,2.59,86.33,112.085,26,0.12,3.2961538461538464,1776,GR86-006-7,7,148.556,COTA,Race 1
9,1778,1805,1808,30,6.03,2.51,2.51,88.05,66.455,31,0.626,12.95483870967742,1789,GR86-006-7,7,148.556,COTA,Race 1
10,1809,1830,1853,44,17.48,2.45,2.45,99.81,26.905,23,1.092,64.67111111111113,1851,GR86-006-7,7,148.556,COTA,Race 1
11,1965,1977,1980,15,47.59,2.74,2.74,97.57,50.97,15,0.789,17.1625,1979,GR86-006-7,7,148.556,COTA,Race 1
12,1981,1993,2053,72,76.89,2.45,2.45,99.13,24.43,29,0.893,59.105479452054794,1981,GR86-006-7,7,148.556,COTA,Race 1
13,2177,2207,2268,91,35.57,2.45,2.45,98.01,47.61,50,1.214,67.6608695652174,2194,GR86-006-7,7,148.556,COTA,Race 1
14,2446,2480,2505,59,54.01,34.87,34.87,92.01,0.0,0,1.234,24.85333333333334,2446,GR86-006-7,7,148.556,COTA,Race 1
15,2635,2645,2647,12,53.18,2.94,2.94,82.55,42.68,12,0.334,15.376923076923077,2635,GR86-006-7,7,148.556,COTA,Race 1
16,2649,2664,2696,47,55.29,2.45,2.45,96.62,40.59,17,0.981,33.425000000000004,2649,GR86-006-7,7,148.556,COTA,Race 1
17,2805,2849,2892,87,75.57000000000001,2.45,2.45,96.37,65.74,48,1.177,42.22954545454546,2805,GR86-006-7,7,148.556,COTA,Race 1
1,104,163,209,105,35.7,2.43,2.43,99.29,118.295,60,1.086,54.951886792452825,118,GR86-010-16,10,148.713,COTA,Race 1
2,547,568,602,55,47.95,2.43,2.43,83.42,30.735,25,0.744,29.060714285714287,601,GR86-010-16,10,148.713,COTA,Race 1
3,619,638,720,101,39.34,2.43,2.43,98.05,33.97,17,1.025,40.59901960784313,718,GR86-010-16,10,148.713,COTA,Race 1
4,765,775,830,65,54.99,3.29,3.29,90.17,0.0,0,1.22,52.290909090909096,765,GR86-010-16,10,148.713,COTA,Race 1
5,860,860,916,56,2.0,2.0,2.0,94.36,52.370000000000005,23,1.013,45.77719298245614,866,GR86-010-16,10,148.713,COTA,Race 1
6,1233,1246,1252,19,19.9,2.47,2.47,98.83,111.245,17,0.001,2.1300000000000003,1251,GR86-010-16,10,148.713,COTA,Race 1
7,1254,1297,1339,85,79.56,2.43,2.43,81.95,109.245,41,1.121,66.30116279069767,1254,GR86-010-16,10,148.713,COTA,Race 1
8,1869,1870,1992,123,67.27,1.66,1.66,98.48,112.71,73,0.028,36.472580645161294,1869,GR86-010-16,10,148.713,COTA,Race 1
9,2097,2123,2205,108,76.29,2.44,2.44,80.18,79.625,29,1.032,63.31651376146789,2097,GR86-010-16,10,148.713,COTA,Race 1
10,2311,2352,2404,93,35.83,2.43,2.43,94.28,59.085,37,1.115,76.38829787234042,2332,GR86-010-16,10,148.713,COTA,Race 1
11,2791,2821,2859,68,51.74,2.43,2.43,99.17,74.08500000000001,29,1.073,33.51304347826086,2791,GR86-010-16,10,148.713,COTA,Race 1
12,2962,3004,3047,85,76.65,2.46,2.46,94.33,84.555,48,0.71,43.82441860465117,2962,GR86-010-16,10,148.713,COTA,Race 1
1,107,161,215,108,66.07000000000001,2.34,2.34,98.31,82.175,53,0.764,41.36238532110092,107,GR86-012-8,17,153.694,COTA,Race 1
2,350,367,397,47,78.19,38.12,38.12,80.23,0.0,0,1.246,54.475,350,GR86-012-8,17,153.694,COTA,Race 1
3,486,656,751,265,72.75,2.3000000000000003,2.3000000000000003,80.04,36.7,17,0.706,33.462030075187975,486,GR86-012-8,17,153.694,COTA,Race 1
4,780,915,969,189,75.13,2.39,2.39,86.39,34.18,29,0.847,43.223684210526315,780,GR86-012-8,17,153.694,COTA,Race 1
5,1265,1290,1395,130,78.60000000000001,2.45,2.45,84.19,89.925,62,0.006,47.342748091603056,1265,GR86-012-8,17,153.694,COTA,Race 1
6,1893,1934,1938,45,74.53,2.39,2.39,80.64,39.615,13,0.011,2.47608695652174,1893,GR86-012-8,17,153.694,COTA,Race 1
7,1939,1950,1954,15,17.650000000000002,2.52,2.52,97.16,76.955,16,0.123,2.4312500000000004,1953,GR86-012-8,17,153.694,COTA,Race 1
8,1955,1966,1981,26,66.38,2.49,2.49,99.58,88.995,27,0.202,13.292592592592595,1955,GR86-012-8,17,153.694,COTA,Race 1
9,1982,1997,2035,53,79.53,2.42,2.42,82.44,76.895,26,0.91,89.76111111111113,1982,GR86-012-8,17,153.694,COTA,Race 1
10,2150,2181,2240,90,73.37,2.43,2.43,80.67,65.985,31,0.895,72.11868131868133,2150,GR86-012-8,17,153.694,COTA,Race 1
11,2348,2380,2477,129,79.10000000000001,2.41,2.41,95.56,32.015,52,0.784,57.14384615384616,2348,GR86-012-8,17,153.694,COTA,Race 1
12,2650,2677,2686,36,73.92,37.67,37.67,98.24,0.0,0,1.265,49.410810810810815,2650,GR86-012-8,17,153.694,COTA,Race 1
13,2848,2877,2883,35,75.2,2.36,2.36,97.26,60.14,15,0.559,8.463888888888889,2848,GR86-012-8,17,153.694,COTA,Race 1
14,2884,2900,2948,64,64.84,2.41,2.41,80.41,56.185,13,0.848,39.047692307692316,2884,GR86-012-8,17,153.694,COTA,Race 1
15,3042,3083,3147,105,52.59,2.36,2.36,85.94,74.025,40,0.445,40.44528301886793,3042,GR86-012-8,17,153.694,COTA,Race 1
1,100,121,136,36,57.39,2.58,2.58,99.47,92.34,33,0.249,8.232432432432432,100,GR86-013-80,16,152.216,COTA,Race 1
2,138,169,213,75,8.23,2.51,2.51,83.62,37.77,30,1.114,81.05921052631578,208,GR86-013-80,16,152.216,COTA,Race 1
3,521,594,608,87,75.42,2.48,2.48,95.58,57.685,39,1.169,25.938636363636366,521,GR86-013-80,16,152.216,COTA,Race 1
4,628,631,677,49,42.94,5.04,5.04,80.75,27.315,12,0.687,28.586,676,GR86-013-80,16,152.216,COTA,Race 1
5,688,700,741,53,40.84,2.69,2.69,81.61,0.0,0,1.051,40.52777777777777,737,GR86-013-80,16,152.216,COTA,Race 1
6,794,809,831,37,51.46,2.6,2.6,99.13,0.0,0,1.399,45.18157894736842,794,GR86-013-80,16,152.216,COTA,Race 1
7,881,915,936,55,29.87,2.54,2.54,96.79,40.365,33,1.044,39.31964285714285,894,GR86-013-80,16,152.216,COTA,Race 1
8,1243,1257,1294,51,31.74,2.63,2.63,95.07,106.575,52,0.069,11.317307692307695,1261,GR86-013-80,16,152.216,COTA,Race 1
9,1296,1297,1371,75,58.52,2.09,2.09,85.49,48.055,12,0.658,112.55263157894734,1296,GR86-013-80,16,152.216,COTA,Race 1
10,1879,1896,1901,22,34.46,2.6,2.6,89.55,92.4,23,0.044,5.095652173913043,1901,GR86-013-80,16,152.216,COTA,Race 1
11,1903,1955,2008,105,46.25,2.53,2.53,89.95,87.685,68,0.8180000000000001,77.24056603773585,1939,GR86-013-80,16,152.216,COTA,Race 1
12,2111,2148,2243,132,59.84,2.5,2.5,99.28,44.055,30,0.977,48.692481203007524,2111,GR86-013-80,16,152.216,COTA,Race 1
13,2317,2354,2358,41,79.94,2.48,2.48,99.45,43.92,32,0.805,34.45714285714286,2317,GR86-013-80,16,152.216,COTA,Race 1
14,2359,2376,2424,65,77.46000000000001,2.53,2.53,80.99,23.775,34,1.136,78.5909090909091,2359,GR86-013-80,16,152.216,COTA,Race 1
15,2586,2607,2646,60,58.81,3.14,3.14,90.74,0.0,0,1.114,33.82459016393444,2586,GR86-013-80,16,152.216,COTA,Race 1
16,2694,2699,2728,34,71.54,25.72,25.72,90.44,0.0,0,1.203,34.68000000000001,2694,GR86-013-80,16,152.216,COTA,Race 1
17,2817,2851,2887,70,34.24,2.53,2.53,96.0,63.085,34,1.013,35.671830985915484,2831,GR86-013-80,16,152.216,COTA,Race 1
18,2995,3043,3085,90,37.65,2.53,2.53,98.46,77.55,40,0.987,61.10549450549451,3083,GR86-013-80,16,152.216,COTA,Race 1
1,107,117,120,13,8.28,2.69,2.69,99.07,114.055,14,0.782,30.335714285714285,120,GR86-015-31,14,150.179,COTA,Race 1
2,121,122,133,12,54.07,2.13,2.13,85.78,115.335,13,0.759,46.77692307692309,121,GR86-015-31,14,150.179,COTA,Race 1
3,134,171,185,51,18.18,2.49,2.49,93.84,106.775,38,1.319,96.84807692307692,153,GR86-015-31,14,150.179,COTA,Race 1
4,541,554,576,35,34.96,2.59,2.59,86.74,60.26,19,0.742,29.84722222222222,576,GR86-015-31,14,150.179,COTA,Race 1
5,605,612,666,61,12.96,3.9,3.9,99.81,87.425,17,0.808,48.38064516129033,663,GR86-015-31,14,150.179,COTA,Race 1
6,687,689,704,17,63.32,26.18,26.18,98.13,0.0,0,1.203,54.97222222222223,687,GR86-015-31,14,150.179,COTA,Race 1
7,759,770,792,33,41.34,4.98,4.98,99.64,0.0,0,1.23,61.42941176470588,791,GR86-015-31,14,150.179,COTA,Race 1
8,842,846,880,38,45.38,2.69,2.69,99.84,104.59,21,0.724,75.00000000000001,879,GR86-015-31,14,150.179,COTA,Race 1
9,1211,1253,1314,103,33.910000000000004,2.58,2.58,97.88,115.655,60,0.933,75.2826923076923,1227,GR86-015-31,14,150.179,COTA,Race 1
10,1827,1843,1927,100,70.57000000000001,2.26,2.26,99.88,118.525,74,0.143,48.39702970297029,1827,GR86-015-31,14,150.179,COTA,Race 1
11,2039,2056,2118,79,38.83,2.56,2.56,97.05,76.145,31,0.687,70.30375,2059,GR86-015-31,14,150.179,COTA,Race 1
12,2243,2286,2319,76,36.63,2.5,2.5,98.06,98.595,41,1.055,85.07532467532467,2266,GR86-015-31,14,150.179,COTA,Race 1
13,2519,2542,2553,34,55.14,34.53,34.53,99.91,0.0,0,1.248,43.79714285714286,2519,GR86-015-31,14,150.179,COTA,Race 1
14,2708,2729,2768,60,34.86,2.58,2.58,87.63,82.33,27,0.883,52.400000000000006,2718,GR86-015-31,14,150.179,COTA,Race 1
15,2874,2887,2904,30,39.43,2.59,2.59,97.97,95.45,30,0.109,10.922580645161291,2903,GR86-015-31,14,150.179,COTA,Race 1
16,2907,2922,2947,40,8.73,2.5500000000000003,2.5500000000000003,96.91,76.71000000000001,7,1.007,96.87560975609756,2910,GR86-015-31,14,150.179,COTA,Race 1
1,97,111,114,17,23.11,2.6,2.6,98.28,75.875,18,0.214,6.777777777777778,113,GR86-016-55,10,148.656,COTA,Race 1
2,126,165,190,64,76.62,2.49,2.49,97.08,55.485,34,1.235,76.0753846153846,126,GR86-016-55,10,148.656,COTA,Race 1
3,484,629,675,191,35.07,2.24,2.24,99.23,26.6,37,0.989,34.5296875,578,GR86-016-55,10,148.656,COTA,Race 1
4,755,780,791,36,22.73,2.49,2.49,83.4,17.365000000000002,9,1.703,48.105405405405406,790,GR86-016-55,10,148.656,COTA,Race 1
5,839,869,884,45,78.85000000000001,2.52,2.52,82.5,41.765,23,1.352,39.90434782608696,839,GR86-016-55,10,148.656,COTA,Race 1
6,1209,1223,1240,31,2.66,2.59,2.59,90.87,104.18,32,0.073,4.478125,1239,GR86-016-55,10,148.656,COTA,Race 1
7,1241,1281,1306,65,22.28,2.49,2.49,92.34,65.62,34,1.34,72.65151515151516,1292,GR86-016-55,10,148.656,COTA,Race 1
8,1822,1846,1852,30,21.81,2.53,2.53,83.74,102.685,31,0.013,5.680645161290323,1851,GR86-016-55,10,148.656,COTA,Race 1
9,1853,1861,1876,23,12.2,2.59,2.59,93.09,104.09,24,0.399,15.670833333333334,1863,GR86-016-55,10,148.656,COTA,Race 1
10,1877,1878,1920,43,48.49,2.5,2.5,80.0,87.06,32,0.627,72.3409090909091,1890,GR86-016-55,10,148.656,COTA,Race 1
11,2048,2094,2116,68,27.37,2.5,2.5,89.13,72.33,33,1.247,65.25652173913043,2064,GR86-016-55,10,148.656,COTA,Race 1
12,2248,2261,2263,15,54.33,2.63,2.63,93.05,58.28,16,1.137,34.581250000000004,2248,GR86-016-55,10,148.656,COTA,Race 1
13,2264,2275,2278,14,74.02,2.56,2.56,93.34,59.835,15,1.038,50.92,2264,GR86-016-55,10,148.656,COTA,Race 1
14,2279,2307,2329,50,44.08,2.52,2.52,89.29,44.345,21,1.328,88.78823529411764,2328,GR86-016-55,10,148.656,COTA,Race 1
15,2521,2532,2556,35,46.95,6.75,6.75,90.61,0.0,0,1.214,53.83055555555555,2549,GR86-016-55,10,148.656,COTA,Race 1
16,2724,2770,2795,71,27.18,2.49,2.49,83.37,49.73,28,1.36,44.09722222222222,2795,GR86-016-55,10,148.656,COTA,Race 1
17,2893,2906,2910,17,75.94,2.6,2.6,98.97,71.92,18,0.141,5.122222222222224,2893,GR86-016-55,10,148.656,COTA,Race 1
18,2912,2946,2968,56,27.91,2.5,2.5,98.47,61.45,24,1.269,59.901754385964914,2926,GR86-016-55,10,148.656,COTA,Race 1
1,101,117,144,43,72.48,2.53,2.53,82.04,85.99,40,0.326,13.595454545454546,101,GR86-021-86,7,153.316,COTA,Race 1
2,145,164,199,54,5.42,2.47,2.47,94.36,43.615,17,0.954,105.55272727272725,198,GR86-021-86,7,153.316,COTA,Race 1
3,454,457,467,13,65.75,48.71,48.71,92.25,0.0,0,0.749,26.12142857142857,454,GR86-021-86,7,153.316,COTA,Race 1
4,473,558,604,131,77.29,2.51,2.51,96.72,36.395,29,0.872,29.72348484848485,473,GR86-021-86,7,153.316,COTA,Race 1
5,619,641,707,88,71.35000000000001,2.52,2.52,87.98,14.42,11,0.965,41.95730337078652,619,GR86-021-86,7,153.316,COTA,Race 1
6,746,768,803,57,74.92,2.8000000000000003,2.8000000000000003,82.07000000000001,0.0,0,1.128,45.04137931034484,746,GR86-021-86,7,153.316,COTA,Race 1
7,804,815,824,20,60.8,24.48,24.48,88.79,0.0,0,1.453,62.04285714285714,804,GR86-021-86,7,153.316,COTA,Race 1
8,849,888,912,63,34.410000000000004,2.47,2.47,97.48,52.965,31,1.375,44.940625000000004,894,GR86-021-86,7,153.316,COTA,Race 1
9,1221,1237,1265,44,5.8500000000000005,2.5500000000000003,2.5500000000000003,96.82,78.42,39,0.046,15.251111111111108,1241,GR86-021-86,7,153.316,COTA,Race 1
10,1266,1288,1325,59,61.38,2.48,2.48,93.79,77.61,20,1.301,107.425,1266,GR86-021-86,7,153.316,COTA,Race 1
11,1830,1933,1950,120,68.11,2.49,2.49,91.01,72.395,92,1.299,41.52066115702479,1830,GR86-021-86,7,153.316,COTA,Race 1
12,2059,2099,2144,85,76.83,2.51,2.51,80.57000000000001,45.75,35,0.993,59.29418604651163,2059,GR86-021-86,7,153.316,COTA,Race 1
13,2151,2158,2174,23,71.0,39.35,39.35,99.86,0.0,0,1.119,63.80000000000001,2151,GR86-021-86,7,153.316,COTA,Race 1
14,2258,2321,2362,104,56.21,2.48,2.48,87.60000000000001,71.92,40,1.295,92.25333333333336,2258,GR86-021-86,7,153.316,COTA,Race 1
15,2536,2600,2613,77,76.94,24.2,24.2,100.09,0.0,0,1.109,39.13461538461538,2536,GR86-021-86,7,153.316,COTA,Race 1
16,2628,2630,2657,29,49.92,31.19,31.19,90.72,0.0,0,1.128,34.8,2635,GR86-021-86,7,153.316,COTA,Race 1
17,2727,2758,2817,90,73.5,2.51,2.51,99.0,51.505,30,0.232,35.08681318681319,2727,GR86-021-86,7,153.316,COTA,Race 1
18,2926,2976,2992,66,35.02,2.5,2.5,93.38,78.42,41,1.26,53.44776119402985,2943,GR86-021-86,7,153.316,COTA,Race 1
1,106,157,205,99,34.43,2.39,2.39,92.36,99.615,63,1.079,48.415,123,GR86-022-13,10,148.712,COTA,Race 1
2,527,533,540,13,55.84,22.79,22.79,99.13,0.0,0,1.021,31.42142857142857,527,GR86-022-13,10,148.712,COTA,Race 1
3,553,575,589,36,20.37,2.45,2.45,99.12,36.305,15,1.564,33.88648648648648,588,GR86-022-13,10,148.712,COTA,Race 1
4,621,642,688,67,38.51,2.46,2.46,98.45,53.335,17,1.136,39.86911764705883,686,GR86-022-13,10,148.712,COTA,Race 1
5,768,782,819,51,30.13,2.86,2.86,85.74,0.0,0,1.229,37.525000000000006,819,GR86-022-13,10,148.712,COTA,Race 1
6,863,864,918,55,65.52,1.88,1.88,99.24,43.4,7,0.678,57.3125,863,GR86-022-13,10,148.712,COTA,Race 1
7,1233,1298,1322,89,40.77,2.47,2.47,99.57,104.53,57,1.251,49.46000000000001,1239,GR86-022-13,10,148.712,COTA,Race 1
8,1850,1923,1955,105,72.24,2.42,2.42,96.67,91.255,80,1.168,33.00566037735849,1850,GR86-022-13,10,148.712,COTA,Race 1
9,2070,2079,2082,12,79.23,3.03,3.03,86.05,41.705,13,0.5670000000000001,18.846153846153847,2070,GR86-022-13,10,148.712,COTA,Race 1
10,2084,2099,2157,73,2.99,2.4,2.4,93.71,44.47,22,1.053,64.07162162162162,2137,GR86-022-13,10,148.712,COTA,Race 1
11,2288,2326,2369,81,47.98,2.43,2.43,91.28,93.3,40,1.149,68.15121951219513,2306,GR86-022-13,10,148.712,COTA,Race 1
12,2571,2582,2600,29,47.26,38.74,38.74,88.19,0.0,0,1.302,46.10333333333333,2574,GR86-022-13,10,148.712,COTA,Race 1
13,2612,2618,2625,13,61.98,36.56,36.56,99.09,0.0,0,1.13,52.73571428571429,2612,GR86-022-13,10,148.712,COTA,Race 1
14,2774,2782,2785,11,44.71,3.0,3.0,93.43,91.315,12,0.779,18.291666666666668,2784,GR86-022-13,10,148.712,COTA,Race 1
15,2786,2807,2830,44,27.94,2.43,2.43,96.21,81.49,13,1.156,41.74444444444445,2830,GR86-022-13,10,148.712,COTA,Race 1
16,2943,2986,3017,74,33.02,2.39,2.39,82.71000000000001,80.16,38,1.128,43.144000000000005,2951,GR86-022-13,10,148.712,COTA,Race 1
1,98,117,119,21,78.53,2.53,2.53,94.91,108.15,20,0.285,9.509090909090908,98,GR86-024-41,8,149.24,COTA,Race 1
2,121,148,208,87,2.98,2.44,2.44,93.74,97.495,33,0.979,71.13636363636364,133,GR86-024-41,8,149.24,COTA,Race 1
3,536,548,579,43,73.44,19.95,19.95,98.07,60.23,28,0.292,28.511363636363637,536,GR86-024-41,8,149.24,COTA,Race 1
4,608,658,676,68,34.12,3.47,3.47,99.62,66.33500000000001,17,1.327,48.53913043478261,616,GR86-024-41,8,149.24,COTA,Race 1
5,681,691,704,23,58.52,28.17,28.17,91.26,0.0,0,1.277,78.58333333333334,681,GR86-024-41,8,149.24,COTA,Race 1
6,748,773,804,56,67.93,2.76,2.76,84.4,0.0,0,1.239,51.347368421052636,748,GR86-024-41,8,149.24,COTA,Race 1
7,848,853,898,50,32.980000000000004,2.97,2.97,95.86,43.795,6,1.145,61.66470588235293,897,GR86-024-41,8,149.24,COTA,Race 1
8,1201,1258,1298,97,69.58,2.49,2.49,80.52,111.49,57,1.118,61.25714285714285,1201,GR86-024-41,8,149.24,COTA,Race 1
9,1805,1819,1822,17,37.34,2.59,2.59,85.7,120.555,17,0.012,6.566666666666666,1822,GR86-024-41,8,149.24,COTA,Race 1
10,1823,1871,1906,83,70.02,2.45,2.45,94.46,119.73,51,1.002,58.56785714285715,1823,GR86-024-41,8,149.24,COTA,Race 1
11,2020,2044,2102,82,5.33,2.46,2.46,84.07000000000001,53.9,28,1.132,60.39156626506024,2101,GR86-024-41,8,149.24,COTA,Race 1
12,2212,2223,2238,26,33.5,2.61,2.61,97.75,62.965,25,0.8160000000000001,27.50740740740741,2226,GR86-024-41,8,149.24,COTA,Race 1
13,2239,2240,2316,77,54.28,1.85,1.85,99.55,57.775,14,0.635,103.01538461538462,2239,GR86-024-41,8,149.24,COTA,Race 1
14,2573,2578,2595,22,74.02,38.37,38.37,93.53,0.0,0,1.342,45.630434782608695,2573,GR86-024-41,8,149.24,COTA,Race 1
15,2686,2694,2697,11,49.15,3.79,3.79,88.52,78.33,11,0.399,11.658333333333333,2696,GR86-024-41,8,149.24,COTA,Race 1
16,2698,2731,2747,49,29.12,2.56,2.56,90.0,79.11,14,1.172,37.885999999999996,2746,GR86-024-41,8,149.24,COTA,Race 1
17,2769,2772,2781,12,74.54,57.01,57.01,88.41,0.0,0,1.182,55.030769230769224,2769,GR86-024-41,8,149.24,COTA,Race 1
18,2859,2899,2942,83,52.67,2.47,2.47,94.19,82.235,42,1.035,44.478571428571435,2859,GR86-024-41,8,149.24,COTA,Race 1
1,101,102,195,94,65.61,1.32,1.32,98.39,99.115,65,0.131,63.30210526315789,101,GR86-025-47,8,149.675,COTA,Race 1
2,499,553,578,79,43.1,2.51,2.51,99.42,19.15,12,1.039,25.43,577,GR86-025-47,8,149.675,COTA,Race 1
3,598,617,674,76,32.62,2.51,2.51,99.85,59.955,18,0.851,38.2,603,GR86-025-47,8,149.675,COTA,Race 1
4,691,759,808,117,47.74,6.2,6.2,93.79,0.0,0,1.139,62.043220338983055,692,GR86-025-47,8,149.675,COTA,Race 1
5,839,856,899,60,23.25,2.54,2.54,99.58,64.215,16,1.276,60.104918032786884,898,GR86-025-47,8,149.675,COTA,Race 1
6,1209,1271,1320,111,75.71000000000001,2.47,2.47,99.79,82.955,61,1.089,65.85892857142856,1209,GR86-025-47,8,149.675,COTA,Race 1
7,1834,1835,1846,12,61.85,2.38,2.38,94.67,108.24,13,0.031,3.6461538461538465,1834,GR86-025-47,8,149.675,COTA,Race 1
8,1848,1853,1870,22,10.26,2.53,2.53,83.56,101.675,23,0.095,11.195652173913043,1857,GR86-025-47,8,149.675,COTA,Race 1
9,1871,1900,1924,53,34.32,2.49,2.49,96.03,90.935,32,1.174,87.77222222222224,1922,GR86-025-47,8,149.675,COTA,Race 1
10,2038,2062,2131,93,5.05,2.47,2.47,85.01,67.97,35,0.682,53.671276595744686,2048,GR86-025-47,8,149.675,COTA,Race 1
11,2244,2282,2344,100,62.15,2.48,2.48,86.91,79.185,42,0.88,98.00990099009901,2244,GR86-025-47,8,149.675,COTA,Race 1
12,2623,2635,2641,18,55.08,34.36,34.36,92.0,0.0,0,1.224,45.015789473684215,2623,GR86-025-47,8,149.675,COTA,Race 1
13,2717,2744,2805,88,31.56,2.47,2.47,99.89,53.61,30,0.904,54.968539325842706,2722,GR86-025-47,8,149.675,COTA,Race 1
